,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,prediction
273,36,technician,married,secondary,no,146,yes,yes,unknown,15,may,284,2,-1,0,unknown,no,1.0
274,33,management,single,tertiary,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown,no,1.0
275,57,retired,married,secondary,no,374,yes,yes,cellular,16,jul,236,1,-1,0,unknown,no,1.0
276,45,technician,married,secondary,no,88,no,no,cellular,29,aug,150,2,-1,0,unknown,no,0.0
277,59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no,1.0
278,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes,1.0
279,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no,1.0
280,52,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown,no,0.0
281,83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown,no,0.0
282,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes,1.0
283,33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no,1.0
284,41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown,no,1.0
285,31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,no,1.0
286,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,144,5,-1,0,unknown,no,1.0
287,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes,1.0
288,57,admin.,divorced,unknown,no,887,no,no,unknown,20,jun,43,8,-1,0,unknown,no,0.0
289,56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown,no,1.0
290,53,admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown,no,1.0
291,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes,1.0
292,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no,0.0
293,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes,1.0
294,56,technician,married,tertiary,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown,no,0.0
295,46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no,1.0
296,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no,1.0
297,60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no,0.0
298,33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,no,1.0
299,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no,0.0
300,50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no,0.0
301,45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown,no,1.0
302,58,retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown,no,0.0
303,59,retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,no,0.0
304,58,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown,no,1.0
305,64,retired,married,primary,no,43,no,no,cellular,11,mar,117,1,91,1,success,no,0.0
306,47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,no,1.0
307,40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no,1.0
308,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other,no,0.0
309,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes,1.0
310,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes,1.0
311,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other,no,1.0
312,46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown,no,1.0
313,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no,1.0
314,32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,no,0.0
315,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no,0.0
316,55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no,1.0
317,56,technician,married,secondary,no,4063,no,yes,telephone,28,jul,31,4,-1,0,unknown,no,0.0
318,40,blue-collar,married,secondary,no,11084,no,no,unknown,11,jun,113,1,-1,0,unknown,no,0.0
319,44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,no,0.0
320,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no,0.0
321,33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no,0.0
322,41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no,1.0
323,37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,other,no,1.0
324,58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no,1.0
325,52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,no,0.0
326,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,no,1.0
327,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown,no,1.0
328,28,admin.,single,unknown,no,174,no,no,cellular,28,sep,184,1,-1,0,unknown,no,1.0
329,31,technician,married,secondary,no,251,no,yes,cellular,29,aug,156,2,-1,0,unknown,no,0.0
330,37,self-employed,married,secondary,no,4153,yes,no,cellular,31,jul,35,16,-1,0,unknown,no,0.0
331,30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,no,0.0
332,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes,1.0
333,46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure,no,1.0
334,47,management,married,tertiary,no,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no,0.0
335,35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,212,5,-1,0,unknown,no,1.0
336,80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no,1.0
337,30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no,1.0
338,55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown,no,0.0
339,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no,1.0
340,33,blue-collar,single,primary,no,599,yes,no,unknown,21,may,29,1,-1,0,unknown,no,1.0
341,53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no,0.0
342,49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no,1.0
343,51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown,no,1.0
344,41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no,1.0
345,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no,0.0
346,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no,1.0
347,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure,no,0.0
348,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,no,1.0
349,40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no,1.0
350,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes,1.0
351,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no,1.0
352,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes,1.0
353,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes,1.0
354,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no,1.0
355,55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no,1.0
356,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no,1.0
357,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no,0.0
358,46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no,0.0
359,35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no,0.0
360,28,technician,single,tertiary,no,102,no,no,cellular,28,jan,321,2,-1,0,unknown,no,1.0
361,25,student,single,secondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure,no,1.0
362,56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no,1.0
363,30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,250,1,-1,0,unknown,no,0.0
364,45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no,1.0
365,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no,0.0
366,40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no,0.0
367,39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,no,1.0
368,48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no,1.0
369,31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,no,1.0
370,32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,0.0
371,34,services,married,secondary,no,586,yes,yes,unknown,8,may,224,2,-1,0,unknown,no,1.0
372,26,technician,single,secondary,no,455,no,no,cellular,29,jan,240,1,182,8,other,no,0.0
373,31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other,no,1.0
374,37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,no,1.0
375,29,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,-1,0,unknown,no,1.0
376,57,technician,married,secondary,no,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown,no,0.0
377,47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown,no,1.0
378,38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no,1.0
379,48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no,0.0
380,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes,1.0
381,33,admin.,married,secondary,no,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown,no,1.0
382,28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no,1.0
383,30,services,single,secondary,no,566,no,no,cellular,5,feb,110,1,-1,0,unknown,no,0.0
384,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no,1.0
385,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes,0.0
386,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no,0.0
387,46,services,married,secondary,no,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no,1.0
388,57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no,0.0
389,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes,1.0
390,46,services,married,secondary,no,0,yes,no,cellular,22,jun,154,1,124,1,other,no,0.0
391,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes,1.0
392,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown,no,1.0
393,53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,no,0.0
394,41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no,0.0
395,60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no,0.0
396,35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,no,1.0
397,43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,may,100,1,-1,0,unknown,no,0.0
398,57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no,0.0
399,46,admin.,married,secondary,no,3098,yes,no,telephone,21,nov,192,9,-1,0,unknown,no,0.0
400,31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,no,0.0
401,53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no,0.0
402,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no,1.0
403,32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,no,1.0
404,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes,1.0
405,50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397,2,-1,0,unknown,no,0.0
406,40,blue-collar,married,primary,no,1136,yes,no,unknown,21,may,86,1,-1,0,unknown,no,0.0
407,42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no,0.0
408,59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304,1,-1,0,unknown,no,1.0
409,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,no,1.0
410,32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no,1.0
411,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no,1.0
412,28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure,no,1.0
413,37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no,0.0
414,57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no,1.0
415,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no,1.0
416,55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no,1.0
417,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no,1.0
418,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no,0.0
419,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no,0.0
420,26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no,1.0
421,33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown,no,0.0
422,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no,0.0
423,37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no,1.0
424,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no,0.0
425,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no,1.0
426,33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no,1.0
427,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no,0.0
428,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no,1.0
429,42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no,1.0
430,37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no,0.0
431,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no,0.0
432,27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown,no,0.0
433,23,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no,1.0
434,51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no,0.0
435,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no,1.0
436,43,technician,married,secondary,no,764,yes,no,cellular,14,jul,557,5,-1,0,unknown,no,1.0
437,37,blue-collar,divorced,primary,no,511,yes,no,telephone,11,may,42,1,-1,0,unknown,no,0.0
438,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,no,1.0
439,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no,0.0
440,26,student,single,secondary,no,279,no,no,cellular,7,may,239,3,-1,0,unknown,no,1.0
441,49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29,1,-1,0,unknown,no,1.0
442,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes,1.0
443,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no,0.0
444,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no,1.0
445,58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown,no,0.0
446,34,student,single,unknown,no,1281,no,no,cellular,25,aug,279,1,117,1,failure,no,1.0
447,53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no,1.0
448,50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other,no,1.0
449,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no,1.0
450,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no,0.0
451,57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no,1.0
452,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no,1.0
453,41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,no,0.0
454,53,technician,divorced,unknown,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no,1.0
455,48,blue-collar,married,secondary,no,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown,no,0.0
456,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other,no,0.0
457,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes,1.0
458,46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,no,1.0
459,45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no,1.0
460,51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no,0.0
461,31,management,married,secondary,no,466,yes,no,cellular,14,may,164,1,-1,0,unknown,no,1.0
462,47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,no,0.0
463,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown,no,1.0
464,41,technician,married,secondary,no,77,yes,no,cellular,7,may,56,1,-1,0,unknown,no,0.0
465,37,services,single,secondary,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no,1.0
466,27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283,1,-1,0,unknown,no,0.0
467,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no,1.0
468,50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown,no,0.0
469,31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no,0.0
470,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no,1.0
471,43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes,1.0
472,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no,0.0
473,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no,1.0
474,48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no,1.0
475,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no,0.0
476,47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other,no,0.0
477,35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no,0.0
478,42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,unknown,no,0.0
479,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes,1.0
480,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no,1.0
481,38,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown,no,0.0
482,50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no,1.0
483,27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no,1.0
484,55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no,0.0
485,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes,1.0
486,31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown,no,0.0
487,37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no,0.0
488,28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no,1.0
489,42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,-1,0,unknown,no,0.0
490,40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no,0.0
491,59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219,2,259,5,failure,no,0.0
492,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no,0.0
493,43,technician,married,secondary,no,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown,no,1.0
